ID_Uzorka;GPS_LAT;GPS_LONG
992;18.354984;77.418013
993;18.447843;77.411666
994;18.437696;77.484762
995;18.426947;77.471378
996;18.391665;77.425091
997;18.524282;77.498275
998;18.439475;77.430547
999;18.532089;77.398982
1000;18.458038;77.421021
1001;18.389741;77.350727
1002;18.36282;77.516769
1003;18.458842;77.513669
1004;18.50736;77.45962
1005;18.558129;77.451939
1006;18.432051;77.471494
1007;18.476547;77.424253
1008;18.445148;77.45738
1009;18.484977;77.442108
1010;18.371867;77.420329
1011;18.547319;77.462233
1012;18.397442;77.41863
1013;18.46969;77.425263
1014;18.353335;77.410679
1015;18.419489;77.500096
1016;18.385274;77.517142
1017;18.486774;77.420967
1018;18.52958;77.417928
1019;18.323275;77.57098
1020;18.40819;77.492508
1021;18.39338;77.446492
1022;18.435711;77.525787
1023;18.353845;77.44148
1024;18.428408;77.617679
1025;18.461241;77.456781
1026;18.500953;77.419713
1027;18.486817;77.486679
1028;18.42434;77.403375
1029;18.438463;77.376189
1030;18.500281;77.385204
1031;18.388216;77.535747
1032;18.356936;77.571572
1033;18.40949;77.385097
1034;18.4089;77.463374
1035;18.41182;77.530405
1036;18.458557;77.492867
1037;18.535874;77.452686
1038;18.394001;77.416201
1039;18.488827;77.476472
1040;18.438806;77.447812
1041;18.361229;77.326826
1042;18.353702;77.492062
1043;18.49946;77.482937
1044;18.388883;77.387588
1045;18.333499;77.491342
1046;18.350139;77.447748
1047;18.479392;77.468713
1048;18.360105;77.43308
1049;18.450257;77.511654
1050;18.408843;77.441992
1051;18.372425;77.525377
1052;18.443399;77.466801
1053;18.428924;77.375223
1054;18.43263;77.482435
1055;18.481183;77.440136
1056;18.443983;77.540727
1057;18.419017;77.439731
1058;18.499603;77.427726
1059;18.434397;77.414466
1060;18.439079;77.472386
1061;18.471994;77.400042
1062;18.51572;77.396121
1063;18.394268;77.428023
1064;18.341428;77.335545
1065;18.437883;77.391914
1066;18.50576;77.462689
1067;18.515851;77.417256
1068;18.393176;77.580348
1069;18.411967;77.473335
1070;18.455559;77.373676
1071;18.416065;77.446566
1072;18.361087;77.419302
1073;18.484745;77.455349
1074;18.470465;77.383728
1075;18.49577;77.499187
1076;18.416348;77.408726
1077;18.424199;77.46988
1078;18.50817;77.387455
1079;18.40323;77.402876
1080;18.371486;77.42866
1081;18.387151;77.470289
1082;18.463068;77.319784
1083;18.442346;77.465888
1084;18.359901;77.49303
1085;18.417294;77.495596
1086;18.395811;77.464085
1087;18.349063;77.429946
1088;18.441654;77.424602
1089;18.465568;77.399023
1090;18.502931;77.457443
1091;18.442888;77.508336
1092;18.430089;77.483398
1093;18.487842;77.509127
1094;18.442745;77.377702
1095;18.385216;77.438353
1096;18.348911;77.462748
1097;18.465085;77.493201
1098;18.479432;77.515234
1099;18.623379;77.378395
1100;18.361664;77.47952
1101;18.411806;77.508499
1102;18.410357;77.483749
1103;18.426777;77.426244
1104;18.465314;77.533461
1105;18.457283;77.459733
1106;18.435272;77.352721
1107;18.484264;77.389717
1108;18.544996;77.513405
1109;18.428555;77.546032
1110;18.490155;77.380117
1111;18.503897;77.416517
1112;18.434028;77.445869
1113;18.508202;77.475051
1114;18.433034;77.420452
1115;18.471941;77.405622
1116;18.524871;77.598124
1117;18.339053;77.446971
1118;18.432206;77.455112
1119;18.496543;77.461541
1120;18.459712;77.499868
1121;18.423741;77.423296
1122;18.391488;77.41357
1123;18.391079;77.489339
1124;18.463108;77.464143
1125;18.431103;77.4865
1126;18.452359;77.457979
1127;18.433875;77.444751
1128;18.415333;77.426628
1129;18.465123;77.443548
1130;18.459083;77.404854
1131;18.442887;77.407504
1132;18.467853;77.445984
1133;18.528002;77.508162
1134;18.404944;77.431029
1135;18.394343;77.378846
1136;18.449524;77.451314
1137;18.470087;77.449502
1138;18.48594;77.506485
1139;18.457714;77.445049
1140;18.383611;77.36721
1141;18.443714;77.464698
1142;18.45064;77.479486
1143;18.469712;77.466225
1144;18.402211;77.396334
1145;18.425837;77.40815
1146;18.479251;77.381722
1147;18.516962;77.441353
1148;18.44404;77.35108
1149;18.540992;77.427207
1150;18.554674;77.488571
